Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Status
modular-hex-drawer-organizer,Modular Hex Drawer Organizer (6-set),<p>Modular Hex Drawer Organizer (6-set) — 3D printed in PLA+. Handcrafted in Delhi NCR by Decora3D.</p>,Decora3D,,Organizer,"organizer, hex, drawer, modular, desk, pla-plus, office, 6-set",TRUE,Colour,Natural White,,,,,D3D-ORG-001-NA,650,shopify,50,deny,manual,1899.00,2299.00,TRUE,TRUE,,1,Modular Hex Drawer Organizer (6-set) — 3D printed PLA+ | Decora3D Delhi,FALSE,,,,active
modular-hex-drawer-organizer,,,,,,,,,Charcoal Black,,,,,D3D-ORG-001-CH,650,shopify,50,deny,manual,1899.00,,TRUE,TRUE,,,,,,,,active
modular-hex-drawer-organizer,,,,,,,,,Sage Green,,,,,D3D-ORG-001-SA,650,shopify,50,deny,manual,1899.00,,TRUE,TRUE,,,,,,,,active
geometric-desk-organizer-pro,Geometric Desk Organizer Pro,<p>Geometric Desk Organizer Pro — 3D printed in PLA+. Handcrafted in Delhi NCR by Decora3D.</p>,Decora3D,,Organizer,"organizer, desk, geometric, pen-holder, pla-plus, office, wfh",TRUE,Colour,Natural White,,,,,D3D-ORG-002-NA,450,shopify,50,deny,manual,1299.00,1599.00,TRUE,TRUE,,1,Geometric Desk Organizer Pro — 3D printed PLA+ | Decora3D Delhi,FALSE,,,,active
geometric-desk-organizer-pro,,,,,,,,,Charcoal Black,,,,,D3D-ORG-002-CH,450,shopify,50,deny,manual,1299.00,,TRUE,TRUE,,,,,,,,active
geometric-desk-organizer-pro,,,,,,,,,Terracotta,,,,,D3D-ORG-002-TE,450,shopify,50,deny,manual,1299.00,,TRUE,TRUE,,,,,,,,active
articulating-phone-stand,Articulating Phone Stand,<p>Articulating Phone Stand — 3D printed in PLA+. Handcrafted in Delhi NCR by Decora3D.</p>,Decora3D,,Phone Stand,"organizer, phone-stand, articulating, desk, pla-plus, wfh, gift",TRUE,Colour,Natural White,,,,,D3D-ORG-003-NA,120,shopify,50,deny,manual,499.00,699.00,TRUE,TRUE,,1,Articulating Phone Stand — 3D printed PLA+ | Decora3D Delhi,FALSE,,,,active
articulating-phone-stand,,,,,,,,,Charcoal Black,,,,,D3D-ORG-003-CH,120,shopify,50,deny,manual,499.00,,TRUE,TRUE,,,,,,,,active
articulating-phone-stand,,,,,,,,,Sage Green,,,,,D3D-ORG-003-SA,120,shopify,50,deny,manual,499.00,,TRUE,TRUE,,,,,,,,active
geometric-key-hook-wall-panel,Geometric Key Hook Wall Panel,<p>Geometric Key Hook Wall Panel — 3D printed in PLA+. Handcrafted in Delhi NCR by Decora3D.</p>,Decora3D,,Wall Hook,"organizer, key-hook, wall, geometric, pla-plus, entryway",TRUE,Colour,Natural White,,,,,D3D-ORG-004-NA,200,shopify,50,deny,manual,599.00,799.00,TRUE,TRUE,,1,Geometric Key Hook Wall Panel — 3D printed PLA+ | Decora3D Delhi,FALSE,,,,active
geometric-key-hook-wall-panel,,,,,,,,,Charcoal Black,,,,,D3D-ORG-004-CH,200,shopify,50,deny,manual,599.00,,TRUE,TRUE,,,,,,,,active
geometric-key-hook-wall-panel,,,,,,,,,Terracotta,,,,,D3D-ORG-004-TE,200,shopify,50,deny,manual,599.00,,TRUE,TRUE,,,,,,,,active
ganesha-bust-classic-edition,Ganesha Bust — Classic Edition,<p>Ganesha Bust — Classic Edition — 3D printed in SLA Resin. Handcrafted in Delhi NCR by Decora3D.</p>,Decora3D,,Spiritual Decor,"spiritual, ganesha, bust, resin, sla, pooja, gift, diwali",TRUE,Finish,Ivory White,,,,,D3D-SPRT-001-IV,700,shopify,50,deny,manual,2999.00,3499.00,TRUE,TRUE,,1,Ganesha Bust — Classic Edition — 3D printed SLA Resin | Decora3D Delhi,FALSE,,,,active
ganesha-bust-classic-edition,,,,,,,,,Antique Bronze,,,,,D3D-SPRT-001-AN,700,shopify,50,deny,manual,2999.00,,TRUE,TRUE,,,,,,,,active
ganesha-bust-classic-edition,,,,,,,,,Antique Gold,,,,,D3D-SPRT-001-AN,700,shopify,50,deny,manual,2999.00,,TRUE,TRUE,,,,,,,,active
sacred-diya-holder-set,Sacred Diya Holder Set (Set of 5),<p>Sacred Diya Holder Set (Set of 5) — 3D printed in PLA+. Handcrafted in Delhi NCR by Decora3D.</p>,Decora3D,,Diya Holder,"spiritual, diya, holder, set, pla-plus, diwali, pooja, gift",TRUE,Colour,Natural White,,,,,D3D-SPRT-002-NA,400,shopify,50,deny,manual,1199.00,1499.00,TRUE,TRUE,,1,Sacred Diya Holder Set (Set of 5) — 3D printed PLA+ | Decora3D Delhi,FALSE,,,,active
sacred-diya-holder-set,,,,,,,,,Matte Black,,,,,D3D-SPRT-002-MA,400,shopify,50,deny,manual,1199.00,,TRUE,TRUE,,,,,,,,active
sacred-diya-holder-set,,,,,,,,,Terracotta,,,,,D3D-SPRT-002-TE,400,shopify,50,deny,manual,1199.00,,TRUE,TRUE,,,,,,,,active
sacred-diya-holder-set,,,,,,,,,Antique Gold,,,,,D3D-SPRT-002-AN,400,shopify,50,deny,manual,1199.00,,TRUE,TRUE,,,,,,,,active
mandala-wall-clock,Mandala Wall Clock,<p>Mandala Wall Clock — 3D printed in PLA+. Handcrafted in Delhi NCR by Decora3D.</p>,Decora3D,,Clock,"spiritual, mandala, clock, wall, pla-plus, living-room, gift",TRUE,Colour,Natural White,,,,,D3D-SPRT-003-NA,500,shopify,50,deny,manual,1499.00,1799.00,TRUE,TRUE,,1,Mandala Wall Clock — 3D printed PLA+ | Decora3D Delhi,FALSE,,,,active
mandala-wall-clock,,,,,,,,,Matte Black,,,,,D3D-SPRT-003-MA,500,shopify,50,deny,manual,1499.00,,TRUE,TRUE,,,,,,,,active
mandala-wall-clock,,,,,,,,,Antique Gold,,,,,D3D-SPRT-003-AN,500,shopify,50,deny,manual,1499.00,,TRUE,TRUE,,,,,,,,active
sacred-geometry-tea-light-set,Sacred Geometry Tea Light Set (×3),<p>Sacred Geometry Tea Light Set (×3) — 3D printed in PLA+. Handcrafted in Delhi NCR by Decora3D.</p>,Decora3D,,Tea Light Holder,"spiritual, tea-light, sacred-geometry, set, pla-plus, diwali, gift",TRUE,Colour,Natural White,,,,,D3D-SPRT-004-NA,250,shopify,50,deny,manual,899.00,1099.00,TRUE,TRUE,,1,Sacred Geometry Tea Light Set (×3) — 3D printed PLA+ | Decora3D Delhi,FALSE,,,,active
sacred-geometry-tea-light-set,,,,,,,,,Matte Black,,,,,D3D-SPRT-004-MA,250,shopify,50,deny,manual,899.00,,TRUE,TRUE,,,,,,,,active
sacred-geometry-tea-light-set,,,,,,,,,Terracotta,,,,,D3D-SPRT-004-TE,250,shopify,50,deny,manual,899.00,,TRUE,TRUE,,,,,,,,active
sacred-geometry-tea-light-set,,,,,,,,,Antique Gold,,,,,D3D-SPRT-004-AN,250,shopify,50,deny,manual,899.00,,TRUE,TRUE,,,,,,,,active
corporate-nameplate-custom,Corporate Nameplate — Custom,<p>Corporate Nameplate — Custom — 3D printed in PLA+. Handcrafted in Delhi NCR by Decora3D.</p>,Decora3D,,Corporate Gift,"corporate, nameplate, custom, personalised, pla-plus, office, gifting",TRUE,Colour,Matte Black,Quantity,1 unit,,,D3D-CORP-001-MA,200,shopify,50,deny,manual,599.00,799.00,TRUE,TRUE,,1,Corporate Nameplate — Custom — 3D printed PLA+ | Decora3D Delhi,FALSE,,,,active
corporate-nameplate-custom,,,,,,,,,Matte Black,,10 units,,,D3D-CORP-001-MA,200,shopify,50,deny,manual,599.00,,TRUE,TRUE,,,,,,,,active
corporate-nameplate-custom,,,,,,,,,Matte Black,,25 units,,,D3D-CORP-001-MA,200,shopify,50,deny,manual,599.00,,TRUE,TRUE,,,,,,,,active
corporate-nameplate-custom,,,,,,,,,Matte Black,,50 units,,,D3D-CORP-001-MA,200,shopify,50,deny,manual,599.00,,TRUE,TRUE,,,,,,,,active
corporate-nameplate-custom,,,,,,,,,Matte Black,,100 units,,,D3D-CORP-001-MA,200,shopify,50,deny,manual,599.00,,TRUE,TRUE,,,,,,,,active
corporate-nameplate-custom,,,,,,,,,Natural White,,1 unit,,,D3D-CORP-001-NA,200,shopify,50,deny,manual,599.00,,TRUE,TRUE,,,,,,,,active
corporate-nameplate-custom,,,,,,,,,Natural White,,10 units,,,D3D-CORP-001-NA,200,shopify,50,deny,manual,599.00,,TRUE,TRUE,,,,,,,,active
corporate-nameplate-custom,,,,,,,,,Natural White,,25 units,,,D3D-CORP-001-NA,200,shopify,50,deny,manual,599.00,,TRUE,TRUE,,,,,,,,active
corporate-nameplate-custom,,,,,,,,,Natural White,,50 units,,,D3D-CORP-001-NA,200,shopify,50,deny,manual,599.00,,TRUE,TRUE,,,,,,,,active
corporate-nameplate-custom,,,,,,,,,Natural White,,100 units,,,D3D-CORP-001-NA,200,shopify,50,deny,manual,599.00,,TRUE,TRUE,,,,,,,,active
corporate-nameplate-custom,,,,,,,,,Antique Gold,,1 unit,,,D3D-CORP-001-AN,200,shopify,50,deny,manual,599.00,,TRUE,TRUE,,,,,,,,active
corporate-nameplate-custom,,,,,,,,,Antique Gold,,10 units,,,D3D-CORP-001-AN,200,shopify,50,deny,manual,599.00,,TRUE,TRUE,,,,,,,,active
corporate-nameplate-custom,,,,,,,,,Antique Gold,,25 units,,,D3D-CORP-001-AN,200,shopify,50,deny,manual,599.00,,TRUE,TRUE,,,,,,,,active
corporate-nameplate-custom,,,,,,,,,Antique Gold,,50 units,,,D3D-CORP-001-AN,200,shopify,50,deny,manual,599.00,,TRUE,TRUE,,,,,,,,active
corporate-nameplate-custom,,,,,,,,,Antique Gold,,100 units,,,D3D-CORP-001-AN,200,shopify,50,deny,manual,599.00,,TRUE,TRUE,,,,,,,,active
corporate-premium-gifting-pack,Corporate Premium Gifting Pack (Min 25),<p>Corporate Premium Gifting Pack (Min 25) — 3D printed in PLA+. Handcrafted in Delhi NCR by Decora3D.</p>,Decora3D,,Corporate Gift Pack,"corporate, gifting-pack, premium, bulk, pla-plus, diwali, branded",TRUE,Quantity,25 units,,,,,D3D-CORP-002-25,800,shopify,50,deny,manual,1499.00,1899.00,TRUE,TRUE,,1,Corporate Premium Gifting Pack (Min 25) — 3D printed PLA+ | Decora3D Delhi,FALSE,,,,active
corporate-premium-gifting-pack,,,,,,,,,50 units,,,,,D3D-CORP-002-50,800,shopify,50,deny,manual,1499.00,,TRUE,TRUE,,,,,,,,active
corporate-premium-gifting-pack,,,,,,,,,100 units,,,,,D3D-CORP-002-10,800,shopify,50,deny,manual,1499.00,,TRUE,TRUE,,,,,,,,active
corporate-premium-gifting-pack,,,,,,,,,Custom,,,,,D3D-CORP-002-CU,800,shopify,50,deny,manual,1499.00,,TRUE,TRUE,,,,,,,,active
corporate-logo-keychain-bulk,Corporate Logo Keychain (Bulk),<p>Corporate Logo Keychain (Bulk) — 3D printed in PETG. Handcrafted in Delhi NCR by Decora3D.</p>,Decora3D,,Corporate Gift,"corporate, keychain, logo, bulk, petg, branded, gifting",TRUE,Colour,Matte Black,Quantity,50 units,,,D3D-KEY-004-MA,30,shopify,50,deny,manual,149.00,249.00,TRUE,TRUE,,1,Corporate Logo Keychain (Bulk) — 3D printed PETG | Decora3D Delhi,FALSE,,,,active
corporate-logo-keychain-bulk,,,,,,,,,Matte Black,,100 units,,,D3D-KEY-004-MA,30,shopify,50,deny,manual,149.00,,TRUE,TRUE,,,,,,,,active
corporate-logo-keychain-bulk,,,,,,,,,Matte Black,,250 units,,,D3D-KEY-004-MA,30,shopify,50,deny,manual,149.00,,TRUE,TRUE,,,,,,,,active
corporate-logo-keychain-bulk,,,,,,,,,Matte Black,,500 units,,,D3D-KEY-004-MA,30,shopify,50,deny,manual,149.00,,TRUE,TRUE,,,,,,,,active
corporate-logo-keychain-bulk,,,,,,,,,Natural White,,50 units,,,D3D-KEY-004-NA,30,shopify,50,deny,manual,149.00,,TRUE,TRUE,,,,,,,,active
corporate-logo-keychain-bulk,,,,,,,,,Natural White,,100 units,,,D3D-KEY-004-NA,30,shopify,50,deny,manual,149.00,,TRUE,TRUE,,,,,,,,active
corporate-logo-keychain-bulk,,,,,,,,,Natural White,,250 units,,,D3D-KEY-004-NA,30,shopify,50,deny,manual,149.00,,TRUE,TRUE,,,,,,,,active
corporate-logo-keychain-bulk,,,,,,,,,Natural White,,500 units,,,D3D-KEY-004-NA,30,shopify,50,deny,manual,149.00,,TRUE,TRUE,,,,,,,,active
corporate-logo-keychain-bulk,,,,,,,,,Antique Gold,,50 units,,,D3D-KEY-004-AN,30,shopify,50,deny,manual,149.00,,TRUE,TRUE,,,,,,,,active
corporate-logo-keychain-bulk,,,,,,,,,Antique Gold,,100 units,,,D3D-KEY-004-AN,30,shopify,50,deny,manual,149.00,,TRUE,TRUE,,,,,,,,active
corporate-logo-keychain-bulk,,,,,,,,,Antique Gold,,250 units,,,D3D-KEY-004-AN,30,shopify,50,deny,manual,149.00,,TRUE,TRUE,,,,,,,,active
corporate-logo-keychain-bulk,,,,,,,,,Antique Gold,,500 units,,,D3D-KEY-004-AN,30,shopify,50,deny,manual,149.00,,TRUE,TRUE,,,,,,,,active
custom-city-series-keychain,Custom City Series Keychain — Delhi,<p>Custom City Series Keychain — Delhi — 3D printed in PETG. Handcrafted in Delhi NCR by Decora3D.</p>,Decora3D,,Keychain,"keychain, city, delhi, petg, gift, travel, souvenir",TRUE,City,Delhi,Colour,Matte Black,,,D3D-KEY-001-DE,25,shopify,50,deny,manual,299.00,399.00,TRUE,TRUE,,1,Custom City Series Keychain — Delhi — 3D printed PETG | Decora3D Delhi,FALSE,,,,active
custom-city-series-keychain,,,,,,,,,Delhi,,Natural White,,,D3D-KEY-001-DE,25,shopify,50,deny,manual,299.00,,TRUE,TRUE,,,,,,,,active
custom-city-series-keychain,,,,,,,,,Delhi,,Antique Gold,,,D3D-KEY-001-DE,25,shopify,50,deny,manual,299.00,,TRUE,TRUE,,,,,,,,active
custom-city-series-keychain,,,,,,,,,Mumbai,,Matte Black,,,D3D-KEY-001-MU,25,shopify,50,deny,manual,299.00,,TRUE,TRUE,,,,,,,,active
custom-city-series-keychain,,,,,,,,,Mumbai,,Natural White,,,D3D-KEY-001-MU,25,shopify,50,deny,manual,299.00,,TRUE,TRUE,,,,,,,,active
custom-city-series-keychain,,,,,,,,,Mumbai,,Antique Gold,,,D3D-KEY-001-MU,25,shopify,50,deny,manual,299.00,,TRUE,TRUE,,,,,,,,active
custom-city-series-keychain,,,,,,,,,Bangalore,,Matte Black,,,D3D-KEY-001-BA,25,shopify,50,deny,manual,299.00,,TRUE,TRUE,,,,,,,,active
custom-city-series-keychain,,,,,,,,,Bangalore,,Natural White,,,D3D-KEY-001-BA,25,shopify,50,deny,manual,299.00,,TRUE,TRUE,,,,,,,,active
custom-city-series-keychain,,,,,,,,,Bangalore,,Antique Gold,,,D3D-KEY-001-BA,25,shopify,50,deny,manual,299.00,,TRUE,TRUE,,,,,,,,active
custom-city-series-keychain,,,,,,,,,Jaipur,,Matte Black,,,D3D-KEY-001-JA,25,shopify,50,deny,manual,299.00,,TRUE,TRUE,,,,,,,,active
custom-city-series-keychain,,,,,,,,,Jaipur,,Natural White,,,D3D-KEY-001-JA,25,shopify,50,deny,manual,299.00,,TRUE,TRUE,,,,,,,,active
custom-city-series-keychain,,,,,,,,,Jaipur,,Antique Gold,,,D3D-KEY-001-JA,25,shopify,50,deny,manual,299.00,,TRUE,TRUE,,,,,,,,active
custom-city-series-keychain,,,,,,,,,Kolkata,,Matte Black,,,D3D-KEY-001-KO,25,shopify,50,deny,manual,299.00,,TRUE,TRUE,,,,,,,,active
custom-city-series-keychain,,,,,,,,,Kolkata,,Natural White,,,D3D-KEY-001-KO,25,shopify,50,deny,manual,299.00,,TRUE,TRUE,,,,,,,,active
custom-city-series-keychain,,,,,,,,,Kolkata,,Antique Gold,,,D3D-KEY-001-KO,25,shopify,50,deny,manual,299.00,,TRUE,TRUE,,,,,,,,active
custom-city-series-keychain,,,,,,,,,Hyderabad,,Matte Black,,,D3D-KEY-001-HY,25,shopify,50,deny,manual,299.00,,TRUE,TRUE,,,,,,,,active
custom-city-series-keychain,,,,,,,,,Hyderabad,,Natural White,,,D3D-KEY-001-HY,25,shopify,50,deny,manual,299.00,,TRUE,TRUE,,,,,,,,active
custom-city-series-keychain,,,,,,,,,Hyderabad,,Antique Gold,,,D3D-KEY-001-HY,25,shopify,50,deny,manual,299.00,,TRUE,TRUE,,,,,,,,active
custom-city-series-keychain,,,,,,,,,Chennai,,Matte Black,,,D3D-KEY-001-CH,25,shopify,50,deny,manual,299.00,,TRUE,TRUE,,,,,,,,active
custom-city-series-keychain,,,,,,,,,Chennai,,Natural White,,,D3D-KEY-001-CH,25,shopify,50,deny,manual,299.00,,TRUE,TRUE,,,,,,,,active
custom-city-series-keychain,,,,,,,,,Chennai,,Antique Gold,,,D3D-KEY-001-CH,25,shopify,50,deny,manual,299.00,,TRUE,TRUE,,,,,,,,active
personalised-name-keychain,Personalised Name Keychain,<p>Personalised Name Keychain — 3D printed in PETG. Handcrafted in Delhi NCR by Decora3D.</p>,Decora3D,,Keychain,"keychain, personalised, name, petg, gift, custom",TRUE,Colour,Matte Black,,,,,D3D-KEY-002-MA,20,shopify,50,deny,manual,249.00,349.00,TRUE,TRUE,,1,Personalised Name Keychain — 3D printed PETG | Decora3D Delhi,FALSE,,,,active
personalised-name-keychain,,,,,,,,,Natural White,,,,,D3D-KEY-002-NA,20,shopify,50,deny,manual,249.00,,TRUE,TRUE,,,,,,,,active
personalised-name-keychain,,,,,,,,,Antique Gold,,,,,D3D-KEY-002-AN,20,shopify,50,deny,manual,249.00,,TRUE,TRUE,,,,,,,,active
personalised-name-keychain,,,,,,,,,Coral Red,,,,,D3D-KEY-002-CO,20,shopify,50,deny,manual,249.00,,TRUE,TRUE,,,,,,,,active
geometric-bag-charm-set,Geometric Bag Charm Set (×3),<p>Geometric Bag Charm Set (×3) — 3D printed in PETG. Handcrafted in Delhi NCR by Decora3D.</p>,Decora3D,,Bag Charm,"keychain, bag-charm, geometric, set, petg, gift, accessories",TRUE,Colour,Matte Black,,,,,D3D-KEY-003-MA,60,shopify,50,deny,manual,399.00,499.00,TRUE,TRUE,,1,Geometric Bag Charm Set (×3) — 3D printed PETG | Decora3D Delhi,FALSE,,,,active
geometric-bag-charm-set,,,,,,,,,Natural White,,,,,D3D-KEY-003-NA,60,shopify,50,deny,manual,399.00,,TRUE,TRUE,,,,,,,,active
geometric-bag-charm-set,,,,,,,,,Antique Gold,,,,,D3D-KEY-003-AN,60,shopify,50,deny,manual,399.00,,TRUE,TRUE,,,,,,,,active
geometric-bag-charm-set,,,,,,,,,Coral Red,,,,,D3D-KEY-003-CO,60,shopify,50,deny,manual,399.00,,TRUE,TRUE,,,,,,,,active
intro-3d-printing-workshop,Intro to 3D Printing Workshop — 1 Seat,<p>Intro to 3D Printing Workshop — 1 Seat — 3D printed in None. Handcrafted in Delhi NCR by Decora3D.</p>,Decora3D,,Experience,"workshop, experience, beginners, saturday, sunday, kids-friendly",TRUE,Date,Select via calendar — BookThatApp,,,,,D3D-WRK-001-SE,0,,,deny,manual,499.00,,FALSE,TRUE,,1,Intro to 3D Printing Workshop — 1 Seat — 3D printed None | Decora3D Delhi,FALSE,,,,active
custom-creation-workshop,Custom Creation Workshop — 1 Seat,<p>Custom Creation Workshop — 1 Seat — 3D printed in PLA+. Handcrafted in Delhi NCR by Decora3D.</p>,Decora3D,,Experience,"workshop, experience, custom, design, all-levels",TRUE,Date,Select via calendar — BookThatApp,,,,,D3D-WRK-002-SE,300,,,deny,manual,999.00,,FALSE,TRUE,,1,Custom Creation Workshop — 1 Seat — 3D printed PLA+ | Decora3D Delhi,FALSE,,,,active
kids-3d-printing-workshop,Kids 3D Printing Workshop — 1 Child,<p>Kids 3D Printing Workshop — 1 Child — 3D printed in PLA+. Handcrafted in Delhi NCR by Decora3D.</p>,Decora3D,,Experience,"workshop, experience, kids, children, ages-7-14, school",TRUE,Date,Select via calendar — BookThatApp,,,,,D3D-WRK-003-SE,300,,,deny,manual,449.00,,FALSE,TRUE,,1,Kids 3D Printing Workshop — 1 Child — 3D printed PLA+ | Decora3D Delhi,FALSE,,,,active
corporate-team-experience,Corporate Team Experience — Per Person,<p>Corporate Team Experience — Per Person — 3D printed in PLA+. Handcrafted in Delhi NCR by Decora3D.</p>,Decora3D,,Experience,"workshop, experience, corporate, team-building, groups",TRUE,Date,Select via calendar — BookThatApp,,,,,D3D-WRK-004-SE,300,,,deny,manual,999.00,,FALSE,TRUE,,1,Corporate Team Experience — Per Person — 3D printed PLA+ | Decora3D Delhi,FALSE,,,,active
